date.time,date,time,site,plot,location,detection,common.name,scientific.name,genus,family,class,assessment.method,season,trip,participants,temperature.C,barometric.pressure.mbar,cloud cover.%,max.wind.kmh,average.wind.kmh,humidity.%,rain,start,end,regenerated.tail,notes
2023-11-21T23:08:00Z,2023-11-22T00:00:00Z,09:08,wet_site,107,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,28.5,957.9,100,1.4,0,85,0,08:52,09:11,NA,NA
2023-11-21T23:09:00Z,2023-11-22T00:00:00Z,09:09,wet_site,107,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,28.5,957.9,100,1.4,0,85,0,08:52,09:11,NA,NA
NA,2023-11-22T00:00:00Z,NA,Road,Road,off,seen,Emu,Dromaius novaehollandiae,Dromaius,Casuariidae,Aves,incidentals,wet,trip1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-11-23T10:20:00Z,2023-11-23T00:00:00Z,20:20,dry_site,101,off,heard,Green Tree Frog,Litoria caerulea,Litoria,Pelodryadidae,Amphibia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:21:00Z,2023-11-23T00:00:00Z,20:21,dry_site,101,on,both,Squatter Pigeon,Geophaps scripta,Geophaps,Columbidae,Aves,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:21:00Z,2023-11-23T00:00:00Z,20:21,dry_site,101,on,both,Squatter Pigeon,Geophaps scripta,Geophaps,Columbidae,Aves,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:21:00Z,2023-11-23T00:00:00Z,20:21,dry_site,101,on,both,Squatter Pigeon,Geophaps scripta,Geophaps,Columbidae,Aves,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:21:00Z,2023-11-23T00:00:00Z,20:21,dry_site,101,on,both,Squatter Pigeon,Geophaps scripta,Geophaps,Columbidae,Aves,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:22:00Z,2023-11-23T00:00:00Z,20:22,dry_site,101,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:22:00Z,2023-11-23T00:00:00Z,20:22,dry_site,101,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:24:00Z,2023-11-23T00:00:00Z,20:24,dry_site,101,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:25:00Z,2023-11-23T00:00:00Z,20:25,dry_site,101,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:25:00Z,2023-11-23T00:00:00Z,20:25,dry_site,101,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:25:00Z,2023-11-23T00:00:00Z,20:25,dry_site,101,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
